Time - Plot 0,Amplitude - Plot 0,,,
23008.40436,-46.9897,,,
23033.06503,-45.7897,,,
23057.72569,-45.7897,,,
23082.38636,-46.9897,,,
23107.04703,-46.9897,,,
23131.7077,-46.9897,,,
23156.36837,-46.9897,,,
23181.02904,-46.9897,,,
23205.68971,-46.9897,,,
23230.35038,-46.9897,,,
23255.01105,-46.9897,,,
23279.67172,-46.9897,,,
23304.33239,-46.9897,,,
23328.99306,-46.9897,,,
23353.65373,-46.9897,,,
23378.31439,-46.9897,,,
23402.97506,-46.9897,,,
23427.63573,-46.9897,,,
23452.2964,-46.9897,,,
23476.95707,-45.7897,,,
23501.61774,-46.9897,,,
23526.27841,-46.9897,,,
23550.93908,-46.9897,,,
23575.59975,-46.9897,,,
23600.26042,-46.9897,,,
23624.92109,-46.9897,,,
23649.58176,-46.9897,,,
23674.24242,-46.9897,,,
23698.90309,-46.9897,,,
23723.56376,-46.9897,,,
23748.22443,-46.9897,,,
23772.8851,-46.9897,,,
23797.54577,-46.9897,,,
23822.20644,-46.9897,,,
23846.86711,-46.9897,,,
23871.52778,-46.9897,,,
23896.18845,-46.9897,,,
23920.84912,-46.9897,,,
23945.50979,-46.9897,,,
23970.17046,-46.9897,,,
23994.83112,-46.9897,,,
24019.49179,-45.7897,,,
24044.15246,-45.7897,,,
24068.81313,-46.9897,,,
24093.4738,-46.9897,,,
24118.13447,-46.9897,,,
24142.79514,-46.9897,,,
24167.45581,-46.9897,,,
24192.11648,-46.9897,,,
24216.77715,-46.9897,,,
24241.43782,-46.9897,,,
24266.09849,-46.9897,,,
24290.75915,-46.9897,,,
24315.41982,-46.9897,,,
24340.08049,-46.9897,,,
24364.74116,-46.9897,,,
24389.40183,-46.9897,,,
24414.0625,-46.9897,,,
24438.72317,-46.9897,,,
24463.38384,-46.9897,,,
24488.04451,-46.9897,,,
24512.70518,-45.7897,,,
24537.36585,-46.9897,,,
24562.02652,-46.9897,,,
24586.68718,-46.9897,,,
24611.34785,-46.9897,,,
24636.00852,-46.9897,,,
24660.66919,-46.9897,,,
24685.32986,-46.9897,,,
24709.99053,-46.9897,,,
24734.6512,-46.9897,,,
24759.31187,-46.9897,,,
24783.97254,-45.7897,,,
24808.63321,-46.9897,,,
24833.29388,-46.9897,,,
24857.95455,-46.9897,,,
24882.61522,-46.9897,,,
24907.27588,-46.9897,,,
24931.93655,-46.9897,,,
24956.59722,-45.7897,,,
24981.25789,-45.7897,,,
25005.91856,-42.9897,,,
25030.57923,-46.9897,,,
25055.2399,-46.9897,,,
25079.90057,-46.9897,,,
25104.56124,-46.9897,,,
25129.22191,-46.9897,,,
25153.88258,-46.9897,,,
25178.54325,-46.9897,,,
25203.20391,-46.9897,,,
25227.86458,-46.9897,,,
