Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,
2.25E-05,0.4,2.25E-05,-4.8,,,
2.26E-05,0.4,2.26E-05,-5,,,
2.26E-05,0.6,2.26E-05,-4.6,,,
2.26E-05,3.4,2.26E-05,-4.4,,,
2.26E-05,8.6,2.26E-05,-1.2,,,
2.26E-05,7.2,2.26E-05,3,,,
2.26E-05,7,2.26E-05,7,,,
2.26E-05,8,2.26E-05,8.6,,,
2.26E-05,9,2.26E-05,7.6,,,
2.26E-05,11.4,2.26E-05,5.2,,,
2.26E-05,11.2,2.26E-05,3.6,,,
2.27E-05,11.4,2.27E-05,3,,,
2.27E-05,10.4,2.27E-05,3.6,,,
2.27E-05,10.2,2.27E-05,4.8,,,
2.27E-05,9.2,2.27E-05,5.6,,,
2.27E-05,9.4,2.27E-05,6,,,
2.27E-05,10,2.27E-05,5.2,,,
2.27E-05,10.2,2.27E-05,5,,,
2.27E-05,10.6,2.27E-05,4.6,,,
2.27E-05,10.2,2.27E-05,4.4,,,
2.27E-05,10,2.27E-05,4.8,,,
2.28E-05,10.2,2.28E-05,4.8,,,
2.28E-05,10,2.28E-05,5.2,,,
2.28E-05,10.2,2.28E-05,5.2,,,
2.28E-05,10,2.28E-05,4.8,,,
2.28E-05,10.2,2.28E-05,4.8,,,
2.28E-05,10.2,2.28E-05,4.6,,,
2.28E-05,10.2,2.28E-05,4.6,,,
2.28E-05,9.8,2.28E-05,4.8,,,
2.28E-05,10,2.28E-05,5,,,
2.28E-05,10.2,2.28E-05,5,,,
2.29E-05,10.4,2.29E-05,5,,,
2.29E-05,10,2.29E-05,5,,,
2.29E-05,10,2.29E-05,4.8,,,
2.29E-05,10.2,2.29E-05,4.6,,,
2.29E-05,10.4,2.29E-05,5,,,
2.29E-05,10.4,2.29E-05,5,,,
2.29E-05,10.4,2.29E-05,4.6,,,
2.29E-05,10,2.29E-05,5,,,
2.29E-05,10,2.29E-05,4.8,,,
2.29E-05,10.2,2.29E-05,5,,,
2.30E-05,10.2,2.30E-05,4.8,,,
2.30E-05,10.4,2.30E-05,5,,,
2.30E-05,10.2,2.30E-05,4.8,,,
2.30E-05,10,2.30E-05,4.8,,,
2.30E-05,10.2,2.30E-05,4.8,,,
2.30E-05,10.2,2.30E-05,4.8,,,
2.30E-05,10,2.30E-05,4.8,,,
2.30E-05,10,2.30E-05,5,,,
2.30E-05,10,2.30E-05,4.6,,,
2.30E-05,10.2,2.30E-05,4.8,,,
2.31E-05,10,2.31E-05,5,,,
2.31E-05,10.2,2.31E-05,4.8,,,
2.31E-05,10,2.31E-05,4.8,,,
2.31E-05,10.4,2.31E-05,5,,,
2.31E-05,10,2.31E-05,4.8,,,
2.31E-05,10.2,2.31E-05,5,,,
2.31E-05,10.4,2.31E-05,4.6,,,
2.31E-05,10,2.31E-05,4.8,,,
2.31E-05,10.2,2.31E-05,4.6,,,
2.31E-05,10.2,2.31E-05,5,,,
2.32E-05,10.2,2.32E-05,5,,,
2.32E-05,10.2,2.32E-05,4.8,,,
2.32E-05,10.2,2.32E-05,5,,,
2.32E-05,10.4,2.32E-05,4.8,,,
2.32E-05,10,2.32E-05,5,,,
2.32E-05,9.8,2.32E-05,4.8,,,
2.32E-05,10,2.32E-05,4.8,,,
2.32E-05,10.2,2.32E-05,4.8,,,
2.32E-05,10.2,2.32E-05,5,,,
2.32E-05,10.2,2.32E-05,4.8,,,
2.33E-05,10,2.33E-05,4.6,,,
2.33E-05,10.4,2.33E-05,4.8,,,
2.33E-05,10.2,2.33E-05,5,,,
2.33E-05,10,2.33E-05,4.8,,,
2.33E-05,10.2,2.33E-05,5,,,
2.33E-05,10.2,2.33E-05,4.8,,,
2.33E-05,10.2,2.33E-05,4.8,,,
2.33E-05,10.2,2.33E-05,4.8,,,
2.33E-05,10.2,2.33E-05,4.6,,,
2.33E-05,10.2,2.33E-05,4.8,,,
2.34E-05,10,2.34E-05,5,,,
2.34E-05,10,2.34E-05,4.6,,,
2.34E-05,10.2,2.34E-05,4.8,,,
2.34E-05,10,2.34E-05,5,,,
2.34E-05,10.2,2.34E-05,4.6,,,
2.34E-05,10.2,2.34E-05,5,,,
2.34E-05,10.2,2.34E-05,4.8,,,
2.34E-05,10,2.34E-05,4.8,,,
2.34E-05,10,2.34E-05,4.8,,,
2.34E-05,10.2,2.34E-05,4.8,,,
2.35E-05,10,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,5,,,
2.35E-05,9.8,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,4.6,,,
2.35E-05,10.4,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,4.8,,,
2.35E-05,10.2,2.35E-05,5,,,
2.36E-05,10.2,2.36E-05,5,,,
2.36E-05,10.6,2.36E-05,4.8,,,
2.36E-05,10.4,2.36E-05,4.8,,,
2.36E-05,10,2.36E-05,4.8,,,
2.36E-05,10.2,2.36E-05,4.8,,,
2.36E-05,10.4,2.36E-05,5,,,
2.36E-05,10,2.36E-05,5,,,
2.36E-05,10.2,2.36E-05,4.8,,,
2.36E-05,10.2,2.36E-05,4.8,,,
2.36E-05,10.2,2.36E-05,4.8,,,
2.37E-05,10.4,2.37E-05,4.8,,,
2.37E-05,10.4,2.37E-05,5,,,
2.37E-05,10.2,2.37E-05,5,,,
2.37E-05,10.2,2.37E-05,5,,,
2.37E-05,10.2,2.37E-05,4.8,,,
2.37E-05,10,2.37E-05,4.8,,,
2.37E-05,10.2,2.37E-05,4.8,,,
2.37E-05,10.2,2.37E-05,5,,,
2.37E-05,10.2,2.37E-05,5,,,
2.37E-05,10.2,2.37E-05,4.6,,,
2.38E-05,10.2,2.38E-05,5,,,
2.38E-05,10.4,2.38E-05,4.8,,,
2.38E-05,10,2.38E-05,5,,,
2.38E-05,10.2,2.38E-05,5,,,
2.38E-05,10.2,2.38E-05,4.4,,,
2.38E-05,10.2,2.38E-05,4.8,,,
2.38E-05,10.2,2.38E-05,4.8,,,
2.38E-05,10.2,2.38E-05,5,,,
2.38E-05,10.2,2.38E-05,5,,,
2.38E-05,10.4,2.38E-05,5,,,
2.39E-05,10,2.39E-05,5,,,
2.39E-05,10,2.39E-05,4.6,,,
2.39E-05,10,2.39E-05,4.8,,,
2.39E-05,10.2,2.39E-05,4.8,,,
2.39E-05,10.2,2.39E-05,5,,,
2.39E-05,10.4,2.39E-05,4.8,,,
2.39E-05,10,2.39E-05,5,,,
2.39E-05,10.4,2.39E-05,4.6,,,
2.39E-05,10.2,2.39E-05,4.6,,,
2.39E-05,10,2.39E-05,4.8,,,
2.40E-05,10,2.40E-05,4.8,,,
2.40E-05,10.2,2.40E-05,5,,,
2.40E-05,10,2.40E-05,4.8,,,
2.40E-05,10.2,2.40E-05,4.8,,,
2.40E-05,10.2,2.40E-05,4.8,,,
2.40E-05,10.2,2.40E-05,4.8,,,
2.40E-05,10,2.40E-05,5.2,,,
2.40E-05,10,2.40E-05,4.8,,,
2.40E-05,10.2,2.40E-05,4.8,,,
2.40E-05,10,2.40E-05,5,,,
2.41E-05,10.2,2.41E-05,4.8,,,
2.41E-05,10.4,2.41E-05,4.6,,,
2.41E-05,10.4,2.41E-05,5,,,
2.41E-05,10.2,2.41E-05,5,,,
2.41E-05,10,2.41E-05,4.8,,,
2.41E-05,10.2,2.41E-05,5,,,
2.41E-05,10,2.41E-05,4.8,,,
2.41E-05,10.2,2.41E-05,4.6,,,
2.41E-05,10.2,2.41E-05,4.8,,,
2.41E-05,10,2.41E-05,4.8,,,
2.42E-05,10.2,2.42E-05,4.8,,,
2.42E-05,10.4,2.42E-05,5.2,,,
2.42E-05,10.4,2.42E-05,4.8,,,
2.42E-05,10,2.42E-05,4.8,,,
2.42E-05,10,2.42E-05,5,,,
2.42E-05,10,2.42E-05,4.8,,,
2.42E-05,10.4,2.42E-05,5,,,
2.42E-05,10.2,2.42E-05,5,,,
2.42E-05,10,2.42E-05,4.8,,,
2.42E-05,10,2.42E-05,4.8,,,
2.43E-05,10.4,2.43E-05,4.8,,,
2.43E-05,10.2,2.43E-05,5.2,,,
2.43E-05,10,2.43E-05,4.8,,,
2.43E-05,10.2,2.43E-05,4.8,,,
2.43E-05,10.4,2.43E-05,5,,,
2.43E-05,10.2,2.43E-05,4.8,,,
2.43E-05,10.6,2.43E-05,4.8,,,
2.43E-05,10.2,2.43E-05,5,,,
2.43E-05,10.2,2.43E-05,4.8,,,
2.43E-05,10.2,2.43E-05,5,,,
2.44E-05,10.2,2.44E-05,4.6,,,
2.44E-05,10.4,2.44E-05,4.8,,,
2.44E-05,10.2,2.44E-05,4.8,,,
2.44E-05,10.2,2.44E-05,4.6,,,
2.44E-05,10.2,2.44E-05,5,,,
2.44E-05,10.4,2.44E-05,4.8,,,
2.44E-05,10.2,2.44E-05,4.8,,,
2.44E-05,10.2,2.44E-05,4.6,,,
2.44E-05,10.2,2.44E-05,4.8,,,
2.44E-05,10,2.44E-05,5,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.4,2.45E-05,5,,,
2.45E-05,10,2.45E-05,4.8,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.45E-05,10.4,2.45E-05,4.6,,,
2.45E-05,10.2,2.45E-05,4.8,,,
2.46E-05,10.6,2.46E-05,5,,,
2.46E-05,10.4,2.46E-05,4.8,,,
2.46E-05,10,2.46E-05,4.8,,,
2.46E-05,10.2,2.46E-05,4.8,,,
2.46E-05,10.4,2.46E-05,4.8,,,
2.46E-05,10.4,2.46E-05,4.8,,,
2.46E-05,10.4,2.46E-05,4.4,,,
2.46E-05,10.4,2.46E-05,4.8,,,
2.46E-05,10.2,2.46E-05,4.8,,,
2.46E-05,10.4,2.46E-05,5,,,
2.47E-05,10.2,2.47E-05,5,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.47E-05,10.2,2.47E-05,5,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.47E-05,10.2,2.47E-05,5,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.47E-05,10,2.47E-05,4.8,,,
2.47E-05,10.2,2.47E-05,4.8,,,
2.48E-05,10.4,2.48E-05,4.6,,,
2.48E-05,10.4,2.48E-05,4.8,,,
2.48E-05,10.2,2.48E-05,4.8,,,
2.48E-05,10.2,2.48E-05,4.6,,,
2.48E-05,10.4,2.48E-05,5,,,
2.48E-05,10,2.48E-05,5,,,
2.48E-05,9.8,2.48E-05,4.8,,,
2.48E-05,10.2,2.48E-05,4.8,,,
2.48E-05,10.2,2.48E-05,4.8,,,
2.48E-05,10,2.48E-05,4.8,,,
2.49E-05,10,2.49E-05,4.8,,,
2.49E-05,10.2,2.49E-05,4.8,,,
2.49E-05,10.2,2.49E-05,4.8,,,
2.49E-05,10,2.49E-05,5,,,
2.49E-05,10.4,2.49E-05,4.8,,,
2.49E-05,10,2.49E-05,4.8,,,
2.49E-05,10.4,2.49E-05,4.8,,,
2.49E-05,10.2,2.49E-05,4.8,,,
2.49E-05,10.2,2.49E-05,5,,,
2.49E-05,10.2,2.49E-05,4.6,,,
2.50E-05,10.4,2.50E-05,5,,,
2.50E-05,10,2.50E-05,4.8,,,
2.50E-05,10,2.50E-05,4.8,,,
2.50E-05,10,2.50E-05,4.6,,,
2.50E-05,10.4,2.50E-05,4.8,,,
